track,pred_score,lab_score
normalize_5s_intro_thc1MtNagC8.wav,0.7002694010734558,0.6857142857142857
normalize_5s_intro_Wo2qUD1g7xM.wav,0.5937374830245972,0.6666666666666666
normalize_5s_intro_3ObVN3QQiZ8.wav,0.5696796774864197,0.4487179487179487
normalize_5s_intro_S-zQJFRX5Fg.wav,0.6277009844779968,0.8815789473684209
normalize_5s_intro_SyZOAgXiPMw.wav,0.5546537041664124,0.3253012048192771
normalize_5s_intro_GQT8ejgV2_A.wav,0.5951651930809021,0.7868852459016393
normalize_5s_intro_PQAIxeSIQU4.wav,0.6793381571769714,0.7068965517241379
normalize_5s_intro_E-8pyVBvCPQ.wav,0.6560760140419006,0.75
normalize_5s_intro_Qr8eZSVaw10.wav,0.5887725949287415,0.4029850746268657
normalize_5s_intro_p7j-tz1Cn4o.wav,0.691185474395752,0.589041095890411
normalize_5s_intro_nISI4qF55F4.wav,0.5296403765678406,0.6901408450704225
normalize_5s_intro_RoeRU5zxkak.wav,0.4102000594139099,0.3888888888888889
normalize_5s_intro_EygNk739nnY.wav,0.660747766494751,0.7361111111111112
normalize_5s_intro_w1G3rqVil1s.wav,0.6889585256576538,0.7733333333333333
normalize_5s_intro_KKc_RMln5UY.wav,0.5566709637641907,0.746268656716418
normalize_5s_intro_Ng2JdroNfC0.wav,0.6223179697990417,0.7530864197530864
normalize_5s_intro_xc0sWhVhmkw.wav,0.594302773475647,0.6071428571428571
normalize_5s_intro_VVRszjvg3_U.wav,0.6925463676452637,0.8333333333333334
normalize_5s_intro_C7u6rtswjCU.wav,0.7906174659729004,0.7888888888888889
normalize_5s_intro_HiPkwl5p1GY.wav,0.9292588829994202,0.8024691358024691
normalize_5s_intro_mYa_9d2Daas.wav,0.4839603900909424,0.4814814814814815
normalize_5s_intro_6MSYrN4YfKY.wav,0.7190989851951599,0.7
normalize_5s_intro_O2q_9lBDM7I.wav,0.5495846271514893,0.4404761904761905
