track,pred_score,lab_score
normalize_5s_intro_n4HTXYR-2AI.wav,0.5209788084030151,0.8709677419354839
normalize_5s_intro_72T4j04MS8o.wav,0.845996618270874,0.3647058823529412
normalize_5s_intro_6TT_UgrRHq8.wav,0.7094565629959106,0.6730769230769231
normalize_5s_intro_uo8qDCDZhK0.wav,0.7253750562667847,1.0
normalize_5s_intro_Et-YdmSo_3A.wav,0.9360617995262146,0.6477272727272727
normalize_5s_intro_oxKbrl4kyg8.wav,0.7952061295509338,0.8333333333333334
normalize_5s_intro_XgwqnGG-pbI.wav,0.8512148857116699,0.5194805194805194
normalize_5s_intro_1wpJkzCWHcI.wav,0.693165123462677,0.4931506849315068
normalize_5s_intro_bwQ49N0jVvE.wav,0.7757202386856079,0.8472222222222222
normalize_5s_intro_OMR2W-7AyYU.wav,0.8205329775810242,0.7746478873239436
normalize_5s_intro_sjlkxcwhpwA.wav,0.6603615880012512,0.2222222222222222
normalize_5s_intro_4F1wvsJXXVY.wav,0.8573421835899353,0.828125
normalize_5s_intro_YEq-cvq_cK4.wav,0.6667143702507019,0.6352941176470588
normalize_5s_intro_42O51bcJyq0.wav,0.7716915011405945,0.8571428571428571
normalize_5s_intro_5FYAICvv-d0.wav,0.6264230012893677,0.5
normalize_5s_intro_yBzk2xXE9yg.wav,0.6284473538398743,0.5294117647058824
normalize_5s_intro_zEWSSod0zTY.wav,0.6093814969062805,0.639344262295082
normalize_5s_intro_dvf--10EYXw.wav,0.5887219309806824,0.4320987654320987
normalize_5s_intro_xQOXxmznGPg.wav,0.7348328232765198,0.7702702702702703
normalize_5s_intro_hMWoOunsMFM.wav,0.603208601474762,0.875
normalize_5s_intro_TnsOVDCq_b0.wav,0.6911240816116333,0.7594936708860759
normalize_5s_intro_Yh78Ll6-ODQ.wav,0.969603419303894,0.7127659574468085
normalize_5s_intro_IYnu4-69fTA.wav,0.6118224859237671,0.8775510204081632
