track,pred_score,lab_score
normalize_5s_intro_7E_a_VKjcl8.wav,0.8685761094093323,0.8133333333333334
normalize_5s_intro_a8cJLohQ_Jg.wav,0.7567808628082275,0.5308641975308642
normalize_5s_intro_7zz-nEVKZdc.wav,0.5963620543479919,0.7272727272727273
normalize_5s_intro_JeGhUESd_1o.wav,0.4745156168937683,0.6395348837209303
normalize_5s_intro_IN1f9k8qVDk.wav,0.9447031617164612,0.5243902439024389
normalize_5s_intro_RhBb77hG0iw.wav,0.8261311650276184,0.8
normalize_5s_intro_qAiwzv8N7rM.wav,0.7421504855155945,0.875
normalize_5s_intro_AoB8koE95C0.wav,0.7209646701812744,0.5444444444444444
normalize_5s_intro_j3DigipQ_hQ.wav,0.5664979815483093,0.6774193548387096
normalize_5s_intro_1X0SdKtnwo8.wav,0.7998864054679871,0.4459459459459459
normalize_5s_intro_RCJx5VW-fQI.wav,0.7373033165931702,0.7352941176470589
normalize_5s_intro_S_-qkv0NZ1g.wav,0.602387547492981,0.4680851063829787
normalize_5s_intro_C90sY_Ht6Ig.wav,0.6073253750801086,0.4157303370786517
normalize_5s_intro_Z5gvqq3ChII.wav,0.7417829632759094,0.8873239436619719
normalize_5s_intro_zumMQrI_tMg.wav,0.7488006949424744,0.4819277108433735
normalize_5s_intro_gwsaElRJI2M.wav,0.7097717523574829,0.6388888888888888
normalize_5s_intro_ftjEcrrf7r0.wav,0.6237519383430481,0.5072463768115942
normalize_5s_intro_ZBBS4imv1qo.wav,0.7225154638290405,0.6987951807228916
normalize_5s_intro_DyQ_9p6y89c.wav,0.7106496691703796,0.7272727272727273
normalize_5s_intro_vgZv7Uu4YrA.wav,0.5695637464523315,0.620253164556962
normalize_5s_intro_wcLXjQLwSBE.wav,0.586771547794342,0.6027397260273972
normalize_5s_intro_7LuQQP-DAoc.wav,0.9346380233764648,0.618421052631579
normalize_5s_intro_BEo0rqOZIng.wav,0.5445998311042786,0.8717948717948718
