seed," fold_1"," fold_2"," fold_3"," fold_4"," fold_5"," fold_6"," fold_7"," fold_8"," fold_9"," fold_10"
1111,0.08498023715415019,0.03063998116765947,0.13043478260869565,0.1689723320158103,0.30936497114443273,0.03557312252964427,0.3181818181818182,0.06622189478171563,-0.0009881422924901185,0.08003952569169961000
1000,0.567193675889328,0.137879915254468,0.340909090909091,0.325098814229249,0.508524848734219,0.24604743083004,0.073122529644269,-0.034593527124777,-0.232213438735178,0.193675889328063
1234,0.6373517786561265,-0.02125030951950576,0.004940711462450594,0.3023715415019763,0.3622436483208773,0.24901185770750991,0.24802371541501977,0.17148505588996507,0.1057312252964427,0.21640316205533597
