,Animal,Ding,Ding-dong,"Jingle, tinkle",Music,Music for children,Musical instrument,Ringtone,Speech,Ukulele,youtube_id,Dubstep,Hip hop music,Rapping,Sad music,Tender music,"Violin, fiddle","Wind instrument, woodwind instrument",Bowed string instrument,Flute,Folk music,Music of Bollywood,Traditional music,Acoustic guitar,Bluegrass,Blues,Country,Guitar,Plucked string instrument,Strum,Funk,Rhythm and blues,Soul music,Bass guitar,Effects unit,Electric guitar,"Inside, small room",Background music,Classical music,Electric piano,Keyboard (musical),New-age music,Piano,Grunge,Heavy metal,Progressive rock,Psychedelic rock,Punk rock,Rock and roll,Rock music,Bass drum,Drum,Drum kit,Drum machine,Accordion,Harmonica,Swing music,"Chink, clink",Clang,Singing,Maraca,Music of Africa,Music of Latin America,Rattle (instrument),Salsa music,Glockenspiel,"Marimba, xylophone",Singing bowl,Synthesizer,Vibraphone,Wedding music,Cello,Double bass,Orchestra,Theme music,Distortion,Reverberation,Ambient music,Electronic music,Electronic organ,Flamenco,Soundtrack music,Video game music,Lullaby,Electronica,Techno,Jazz,"Steel guitar, slide guitar",Tapping (guitar technique),Afrobeat,Middle Eastern music,Happy music,Pop music,Reggae,Hum,Scary music,Throbbing,Banjo,Disco,Brass instrument,Harmonic,Exciting music,House music,Trance music,Sampler,Percussion,Timpani,Mandolin,Pizzicato,Zither,Dance music,Electronic dance music,Bagpipes,Harpsichord,Echo,Organ,Scratching (performance technique),Funny music,Mallet percussion,Gong,Theremin,Whale vocalization,Christian music,Christmas music,Jingle (music),Television,Chorus effect,Harp,Electronic tuner,Rimshot,Snare drum,Ska,Filing (rasp),Rub,Sanding,Sawing,Wood,Music of Asia,Song,A capella,Humming,Vocal music,French horn,Trombone,Trumpet,Steelpan,Hammond organ,Clarinet,Saxophone,Bell,Jingle bell,Mantra,Vehicle,Bicycle bell,Glass,Wood block,Tubular bells,Whistle,Whistling,Bicycle,Car,"Outside, urban or manmade",Run,Skateboard,Foghorn,"Wail, moan",Didgeridoo,Insect,String section,Zing,Radio,Carnatic music,Beatboxing,Cymbal,Drum roll,Opera
0,0.020389357581734657,0.023465203121304512,0.19711104035377502,0.03297409415245056,0.7562308311462402,0.05393250286579132,0.03315020725131035,0.10535835474729538,0.06399761885404587,0.032170023769140244,normalize_5s_intro_xhmtXrtLkgo.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,0.8880554437637329,,0.648902177810669,,,,normalize_5s_intro_7zz-nEVKZdc.wav,,,,,,,,,,,,,0.2610810101032257,,0.15530461072921753,,0.6325975060462952,0.5003471970558167,0.20370115339756012,,,,,,0.13332219421863556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17964725196361542,0.07930537313222885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,0.9247505068778992,,0.6855109333992004,,,,normalize_5s_intro_ZIiQ1jMqhVM.wav,,,,,,,,,,,,,0.17484398186206818,,,,0.6946688890457153,0.6323687434196472,0.27901941537857056,,,,0.09311361610889435,,0.3424661159515381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0424155555665493,,,,,,,,,,0.05329194292426109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,0.8437305688858032,,0.06146911159157753,,,,normalize_5s_intro_xc0sWhVhmkw.wav,,,,,,,,,,0.12653665244579315,0.2303958535194397,0.05565093457698822,,,,,,,,,,0.02454128861427307,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03933999687433243,,0.08117019385099411,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05572415515780449,0.09364529699087143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,0.8227154016494751,,0.03979884088039398,,,,normalize_5s_intro_R1T_SrdQGH8.wav,,0.05770851671695709,,,,,,,,,,,,,,,,,,,0.05792754143476486,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05769588053226471,,0.225828155875206,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18070968985557556,,0.032574623823165894,0.03631671518087387,0.07565522193908691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,0.8070147037506104,,0.1805427223443985,,,,normalize_5s_intro_oQ0O2cd1T04.wav,,,,,,,,,,,,,,,,,0.0586453340947628,0.037219516932964325,,0.04210546612739563,,,,,,,,,,,,,,,,,,,,0.043908290565013885,0.08393528312444687,0.06915980577468872,,,,,,,,,,,,,,,,,,,,,,,,,,0.07581058889627457,,,,,,0.04815281182527542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,0.7084780335426331,,0.030591020360589027,,,,normalize_5s_intro_co6WMzDOh1o.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09721491485834122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14817631244659424,,,,0.05047299712896347,,,0.08028670400381088,0.17334525287151337,,,,,,,,,,,,0.06327097862958908,0.03631026670336723,0.19731883704662323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,0.8331273794174194,,0.29945704340934753,,0.03225654363632202,0.10759874433279037,normalize_5s_intro_zk04E79riMQ.wav,,,,,,,,,,,,,,,,,0.08282683789730072,0.10951808840036392,,,,,,,,0.030101699754595757,,,,0.03913586586713791,,0.03486918658018112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024049770087003708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,0.896610677242279,,0.6302940249443054,,,,normalize_5s_intro_g20t_K9dlhU.wav,,,,,,,,,,,,,0.1444164365530014,,,,0.6449471712112427,0.5651612877845764,0.13949419558048248,,,,0.056537728756666183,,0.16805942356586456,0.10450297594070435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05338789150118828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,0.6991750597953796,,0.541720986366272,,,,normalize_5s_intro_Ws-QlpSltr8.wav,,,,,,,0.0676237940788269,0.07565528899431229,,,,,0.2246289998292923,,,,0.4912760853767395,0.3737145662307739,0.07666856050491333,,,,,,,,,,,,,,,,,,,,,,,,,0.07653568685054779,0.3289260268211365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,0.7356798052787781,,0.14519758522510529,,0.035828713327646255,,normalize_5s_intro_STpRa2JPFA0.wav,,,,,,0.07070315629243851,,0.14871545135974884,,,,,,,,,,,,0.03490633890032768,,,,,,,,,,,,,,,,,,,,,,,,,,0.052581850439310074,,,,,,,,,,,,,,,0.16825033724308014,0.20381630957126617,,,,,,,,,,,,,,,,,,,,,,,,,,0.03656330332159996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
