track,pred_score,lab_score
normalize_5s_intro_zaCbuB3w0kg.wav,0.8046303391456604,0.6559139784946236
normalize_5s_intro_PCp2iXA1uLE.wav,0.7637837529182434,0.647887323943662
normalize_5s_intro_S2RnxiNJg0M.wav,0.6713932752609253,0.5454545454545454
normalize_5s_intro_Jtv4satRsP0.wav,0.9371679425239563,0.573170731707317
normalize_5s_intro_ytq5pGcM77w.wav,0.7665111422538757,0.6206896551724138
normalize_5s_intro_9nWpMZFrbvI.wav,0.8641659617424011,0.7333333333333333
normalize_5s_intro_1kN-34GFMYM.wav,0.7699636220932007,0.55
normalize_5s_intro_Yyvo9O8fN-A.wav,0.5179276466369629,0.6206896551724138
normalize_5s_intro_ulj-L3K_Gzs.wav,0.6330626010894775,0.6329113924050633
normalize_5s_intro_V-ar6MLjy5o.wav,0.7936370968818665,0.7746478873239436
normalize_5s_intro_dtOv6WvJ44w.wav,0.6917137503623962,0.6666666666666666
normalize_5s_intro_XkC8Uzl9pCY.wav,0.8131691813468933,0.7894736842105263
normalize_5s_intro_jII5qoCrzYE.wav,0.6038161516189575,0.3815789473684211
normalize_5s_intro_7pcZIsJNlAs.wav,0.6629994511604309,0.6764705882352942
normalize_5s_intro_0QN9KLFWn7I.wav,0.8970208168029785,0.5652173913043478
normalize_5s_intro_d6BzCEkGd3I.wav,0.47629910707473755,0.902439024390244
normalize_5s_intro_lYxcW8jtFw0.wav,0.8876122832298279,0.6333333333333333
normalize_5s_intro_R1T_SrdQGH8.wav,0.7857158184051514,0.9324324324324323
normalize_5s_intro_YOKq1VmEbtc.wav,0.6358138918876648,0.4090909090909091
normalize_5s_intro_19Q9l85Feqw.wav,0.7906661629676819,0.6385542168674698
normalize_5s_intro_CXm7hPs_als.wav,0.649709939956665,0.7605633802816901
normalize_5s_intro_nFOLhtsyvMA.wav,0.658186674118042,0.3205128205128205
normalize_5s_intro_-8cFfkyk7vA.wav,0.705755889415741,0.3625
