id,title,viewCount,valid
https://www.youtube.com/watch?v=C5VCGM2J5ls,وائل جسار - بحبك مش هقول تاني | Wael Jassar - Ba7ebek Mesh Ha2oul Tany,364225,1.0
https://www.youtube.com/watch?v=T4stQxboYKM,NASSIMA AIT AMI &amp; YACINE YEFSAH - HUZ A YAMINA,353417,1.0
https://www.youtube.com/watch?v=nISI4qF55F4,T-Bone - Crazy Hispanic,274029,1.0
https://www.youtube.com/watch?v=bwQ49N0jVvE,ｙｔｒ × Romonosov? - Hangover (Music Video),252567,1.0
https://www.youtube.com/watch?v=haCay85cpvo,Cub Sport - Told You So (Official Video),216075,1.0
https://www.youtube.com/watch?v=o683V8-TAPQ,Opozit - X-oyu-L (Official VIDEO),109394,1.0
https://www.youtube.com/watch?v=EygNk739nnY,MC Arthur - XJ6 (Love Funk) DJ GH,104534,1.0
https://www.youtube.com/watch?v=XJT-fM4nBJU,Picaturi Muzicale - Prieteni la patrat,86071,1.0
https://www.youtube.com/watch?v=feVUoKhP1mE,Izuku - jamais vu (Clip Officiel),71109,1.0
https://www.youtube.com/watch?v=ulj-L3K_Gzs,Joey Briggs &quot;The Sun Will Shine&quot; (Official Music Video),71032,1.0
https://www.youtube.com/watch?v=dtOv6WvJ44w,MARIJA PAVKOVIĆ SNAŠA - KAD ODU SVI (OFFICIAL VIDEO),67177,1.0
https://www.youtube.com/watch?v=n4HTXYR-2AI,Sadhguru - D Neutrons Music | Turban Trap,61475,1.0
https://www.youtube.com/watch?v=C90sY_Ht6Ig,"Calvin Markus - Emma's Eyes (""Daredevil - Season 3 Date Announcement"" Trailer Music)",61111,1.0
https://www.youtube.com/watch?v=V-ar6MLjy5o,357 - BAKLJA (originalni video) BAKLJA 2017,42271,1.0
https://www.youtube.com/watch?v=Tfypj4UwvvA,Going Deeper feat. Davis Mallory - Believe | #GANGSTERMUSIC,39196,1.0
https://www.youtube.com/watch?v=2UL-1MOlSPw,Nativ - MVZ Vol. 2 - 07 Slick Rick (feat. Dawill),36162,1.0
https://www.youtube.com/watch?v=BEo0rqOZIng,Huz Kai - On &amp; On (Official Music Video),27936,1.0
https://www.youtube.com/watch?v=jII5qoCrzYE,MJ (써니사이드) - +2kg (feat. 효빈) [Lyric Video],16475,1.0
https://www.youtube.com/watch?v=bI8-2blisUM,Phronesis - Evergreen (Official Video),15205,1.0
